"gene","x","y","shape.x","module.x","label","is_hit","hit_dir","best_lfc","best_fdr","nlp","fill_col","border_col","node_r","label_size","label_face","label_col","has_sh2","module.y","shape.y","location","module","shape"
"YRDC",NA,NA,NA,NA,NA,NA,"depleted",-0.3089,0.0083,2.0795,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR3D",NA,NA,NA,NA,NA,NA,"depleted",-0.335,0.0084,3.0414,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"DDX6",NA,NA,NA,NA,NA,NA,"depleted",-0.249,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"C20orf203",NA,NA,NA,NA,NA,NA,"depleted",-0.2827,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TBCE",NA,NA,NA,NA,NA,NA,"depleted",-0.2718,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CMIP",NA,NA,NA,NA,NA,NA,"depleted",-0.2656,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOC3L",NA,NA,NA,NA,NA,NA,"depleted",-0.2638,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FBXL20",NA,NA,NA,NA,NA,NA,"depleted",-0.2176,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CAMLG",NA,NA,NA,NA,NA,NA,"depleted",-0.2163,0.0089,2.1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMB8",NA,NA,NA,NA,NA,NA,"depleted",-0.2145,0.0089,2.0507,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDRG1",NA,NA,NA,NA,NA,NA,"depleted",-0.2085,0.0089,1.1837,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS24",NA,NA,NA,NA,NA,NA,"depleted",-0.3812,0.0091,2.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PRPF38B",NA,NA,NA,NA,NA,NA,"depleted",-0.3449,0.0091,2.0421,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMEM258",NA,NA,NA,NA,NA,NA,"depleted",-0.3244,0.0097,2.0124,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FTL",NA,NA,NA,NA,NA,NA,"depleted",-0.2256,0.0098,2.0086,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOM1",NA,NA,NA,NA,NA,NA,"depleted",-0.4647,0.0101,2.3714,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SDE2",NA,NA,NA,NA,NA,NA,"depleted",-0.3274,0.0104,1.983,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PPAN",NA,NA,NA,NA,NA,NA,"depleted",-0.2734,0.0104,2.1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GOLGA6L1",NA,NA,NA,NA,NA,NA,"depleted",-0.3525,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBP7",NA,NA,NA,NA,NA,NA,"depleted",-0.3137,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LMNB1",NA,NA,NA,NA,NA,NA,"depleted",-0.3101,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C19orf43",NA,NA,NA,NA,NA,NA,"depleted",-0.2889,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FOXD4L1",NA,NA,NA,NA,NA,NA,"depleted",-0.285,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PAICS",NA,NA,NA,NA,NA,NA,"depleted",-0.2729,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMA3",NA,NA,NA,NA,NA,NA,"depleted",-0.272,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"REEP4",NA,NA,NA,NA,NA,NA,"depleted",-0.2684,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COMMD7",NA,NA,NA,NA,NA,NA,"depleted",-0.2653,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LARS",NA,NA,NA,NA,NA,NA,"depleted",-0.2651,0.0105,2.7608,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SPINK14",NA,NA,NA,NA,NA,NA,"depleted",-0.245,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATXN2",NA,NA,NA,NA,NA,NA,"depleted",-0.2436,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EPHB3",NA,NA,NA,NA,NA,NA,"depleted",-0.2359,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAPPC1",NA,NA,NA,NA,NA,NA,"depleted",-0.2275,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBM17",NA,NA,NA,NA,NA,NA,"depleted",-0.2208,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RNF31",NA,NA,NA,NA,NA,NA,"depleted",-0.2206,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM179B",NA,NA,NA,NA,NA,NA,"depleted",-0.2168,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NAMPT",NA,NA,NA,NA,NA,NA,"depleted",-0.2164,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR1C",NA,NA,NA,NA,NA,NA,"depleted",-0.3593,0.0105,1.9781,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"ZNF626",NA,NA,NA,NA,NA,NA,"depleted",-0.3745,0.0109,2.3978,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL35",NA,NA,NA,NA,NA,NA,"depleted",-0.2326,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"CPSF3L",NA,NA,NA,NA,NA,NA,"depleted",-0.394,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RGP1",NA,NA,NA,NA,NA,NA,"depleted",-0.3701,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STRC",NA,NA,NA,NA,NA,NA,"depleted",-0.3214,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STRAP",NA,NA,NA,NA,NA,NA,"depleted",-0.3141,0.011,2.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PPIL2",NA,NA,NA,NA,NA,NA,"depleted",-0.3042,0.011,2.337,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IMPDH2",NA,NA,NA,NA,NA,NA,"depleted",-0.3023,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EXOSC5",NA,NA,NA,NA,NA,NA,"depleted",-0.2642,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"INTS10",NA,NA,NA,NA,NA,NA,"depleted",-0.2518,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LBH",NA,NA,NA,NA,NA,NA,"depleted",-0.2485,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AVEN",NA,NA,NA,NA,NA,NA,"depleted",-0.2477,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KIAA1109",NA,NA,NA,NA,NA,NA,"depleted",-0.2469,0.011,2.1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NAP1L5",NA,NA,NA,NA,NA,NA,"depleted",-0.226,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"YPEL5",NA,NA,NA,NA,NA,NA,"depleted",-0.2159,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC22",NA,NA,NA,NA,NA,NA,"depleted",-0.2132,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MTHFD1",NA,NA,NA,NA,NA,NA,"depleted",-0.2054,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CAND2",NA,NA,NA,NA,NA,NA,"depleted",-0.2053,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STON1-GTF2A1L",NA,NA,NA,NA,NA,NA,"depleted",-0.2045,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NUBP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2014,0.011,1.9584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DDX56",NA,NA,NA,NA,NA,NA,"depleted",-0.2572,0.0112,2.4737,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"RPL32",NA,NA,NA,NA,NA,NA,"depleted",-0.3601,0.0112,1.9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"RPL17",NA,NA,NA,NA,NA,NA,"depleted",-0.281,0.0112,1.9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PWP1",NA,NA,NA,NA,NA,NA,"depleted",-0.3265,0.0112,2.5115,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CEP19",NA,NA,NA,NA,NA,NA,"depleted",-0.287,0.0112,1.9497,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MDN1",NA,NA,NA,NA,NA,NA,"depleted",-0.3446,0.0116,1.9355,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GOLGA6L10",NA,NA,NA,NA,NA,NA,"depleted",-0.4293,0.0116,1.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"INO80",NA,NA,NA,NA,NA,NA,"depleted",-0.3379,0.0116,1.9352,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CDR2L",NA,NA,NA,NA,NA,NA,"depleted",-0.4017,0.012,1.9222,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBMX",NA,NA,NA,NA,NA,NA,"depleted",-0.3246,0.0122,1.9143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EPRS",NA,NA,NA,NA,NA,NA,"depleted",-0.2322,0.0127,2.3255,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SYTL4",NA,NA,NA,NA,NA,NA,"depleted",-0.229,0.0127,1.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RRS1",NA,NA,NA,NA,NA,NA,"depleted",-0.4153,0.0129,2.1849,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PPP2R1A",NA,NA,NA,NA,NA,NA,"depleted",-0.3071,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SEC31A",NA,NA,NA,NA,NA,NA,"depleted",-0.2844,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SS18L2",NA,NA,NA,NA,NA,NA,"depleted",-0.2792,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KAT5",NA,NA,NA,NA,NA,NA,"depleted",-0.2578,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RASGEF1A",NA,NA,NA,NA,NA,NA,"depleted",-0.2443,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC84",NA,NA,NA,NA,NA,NA,"depleted",-0.2386,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMEM252",NA,NA,NA,NA,NA,NA,"depleted",-0.2138,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NPC1L1",NA,NA,NA,NA,NA,NA,"depleted",-0.2071,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SCAP",NA,NA,NA,NA,NA,NA,"depleted",-0.2046,0.0129,1.8896,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KAT7",NA,NA,NA,NA,NA,NA,"depleted",-0.3726,0.0132,1.8799,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBM7",NA,NA,NA,NA,NA,NA,"depleted",-0.3056,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOC2L",NA,NA,NA,NA,NA,NA,"depleted",-0.2754,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SYMPK",NA,NA,NA,NA,NA,NA,"depleted",-0.2435,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FCRL6",NA,NA,NA,NA,NA,NA,"depleted",-0.2385,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DPH6",NA,NA,NA,NA,NA,NA,"depleted",-0.2371,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NIT2",NA,NA,NA,NA,NA,NA,"depleted",-0.2183,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMEM208",NA,NA,NA,NA,NA,NA,"depleted",-0.2123,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AFG3L2",NA,NA,NA,NA,NA,NA,"depleted",-0.2024,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"YPEL2",NA,NA,NA,NA,NA,NA,"depleted",-0.2002,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3A",NA,NA,NA,NA,NA,NA,"depleted",-0.3216,0.0138,1.8597,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"GPN2",NA,NA,NA,NA,NA,NA,"depleted",-0.359,0.014,1.8531,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EEF2",NA,NA,NA,NA,NA,NA,"depleted",-0.2335,0.014,1.8531,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"RPS6",NA,NA,NA,NA,NA,NA,"depleted",-0.2376,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PSMB9",NA,NA,NA,NA,NA,NA,"depleted",-0.3029,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"THEG5",NA,NA,NA,NA,NA,NA,"depleted",-0.2822,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HCFC1R1",NA,NA,NA,NA,NA,NA,"depleted",-0.2748,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ALG1",NA,NA,NA,NA,NA,NA,"depleted",-0.2461,0.0142,2.3956,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LOC388436",NA,NA,NA,NA,NA,NA,"depleted",-0.2427,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COASY",NA,NA,NA,NA,NA,NA,"depleted",-0.2341,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PGD",NA,NA,NA,NA,NA,NA,"depleted",-0.2102,0.0142,1.8492,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL36",NA,NA,NA,NA,NA,NA,"depleted",-0.5456,0.0149,1.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"BYSL",NA,NA,NA,NA,NA,NA,"depleted",-0.3364,0.0149,1.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SDHC",NA,NA,NA,NA,NA,NA,"depleted",-0.3017,0.0149,1.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SPDYE2",NA,NA,NA,NA,NA,NA,"depleted",-0.3624,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CWF19L2",NA,NA,NA,NA,NA,NA,"depleted",-0.2901,0.0152,2.0831,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAB29",NA,NA,NA,NA,NA,NA,"depleted",-0.2688,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ITPKB",NA,NA,NA,NA,NA,NA,"depleted",-0.2562,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TFDP2",NA,NA,NA,NA,NA,NA,"depleted",-0.2459,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TRAPPC4",NA,NA,NA,NA,NA,NA,"depleted",-0.2159,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RABGEF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2148,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC15A4",NA,NA,NA,NA,NA,NA,"depleted",-0.2122,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GTF2H4",NA,NA,NA,NA,NA,NA,"depleted",-0.2006,0.0152,1.8167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"RPL18",NA,NA,NA,NA,NA,NA,"depleted",-0.339,0.0154,1.8121,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PSMC5",NA,NA,NA,NA,NA,NA,"depleted",-0.3895,0.0154,1.8121,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDIA3",NA,NA,NA,NA,NA,NA,"depleted",-0.2913,0.0158,1.8002,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"BUB3",NA,NA,NA,NA,NA,NA,"depleted",-0.2427,0.0158,1.7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TUBB8",NA,NA,NA,NA,NA,NA,"depleted",-0.2438,0.016,1.7969,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TVP23A",NA,NA,NA,NA,NA,NA,"depleted",-0.336,0.0166,1.7803,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAB7A",NA,NA,NA,NA,NA,NA,"depleted",-0.257,0.0166,1.7803,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SNRPD3",NA,NA,NA,NA,NA,NA,"depleted",-0.4449,0.017,1.7691,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"WDR43",NA,NA,NA,NA,NA,NA,"depleted",-0.3172,0.0173,1.7622,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SHOC2",NA,NA,NA,NA,NA,NA,"depleted",-0.231,0.0173,1.7622,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RANBP2",NA,NA,NA,NA,NA,NA,"depleted",-0.3352,0.018,1.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C2orf81",NA,NA,NA,NA,NA,NA,"depleted",-0.2819,0.018,1.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WDR3",NA,NA,NA,NA,NA,NA,"depleted",-0.2587,0.018,1.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GDF6",NA,NA,NA,NA,NA,NA,"depleted",-0.2476,0.018,1.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CASP8",NA,NA,NA,NA,NA,NA,"depleted",-0.2076,0.018,1.7443,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR3C",NA,NA,NA,NA,NA,NA,"depleted",-0.4339,0.0186,1.7295,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"RPS10",NA,NA,NA,NA,NA,NA,"depleted",-0.3929,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"MLXIP",NA,NA,NA,NA,NA,NA,"depleted",-0.2721,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CYP2S1",NA,NA,NA,NA,NA,NA,"depleted",-0.2665,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AQP4",NA,NA,NA,NA,NA,NA,"depleted",-0.2431,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FASTKD3",NA,NA,NA,NA,NA,NA,"depleted",-0.2273,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM98C",NA,NA,NA,NA,NA,NA,"depleted",-0.2263,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TUBA1A",NA,NA,NA,NA,NA,NA,"depleted",-0.2236,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC26A5",NA,NA,NA,NA,NA,NA,"depleted",-0.2142,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3F",NA,NA,NA,NA,NA,NA,"depleted",-0.2091,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"SUPT5H",NA,NA,NA,NA,NA,NA,"depleted",-0.2548,0.0187,1.7275,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"TCF4",NA,NA,NA,NA,NA,NA,"depleted",-0.3733,0.0188,1.7256,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"XPR1",NA,NA,NA,NA,NA,NA,"depleted",-0.3166,0.0193,1.7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPF2",NA,NA,NA,NA,NA,NA,"depleted",-0.2921,0.0193,1.7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HIST1H2BI",NA,NA,NA,NA,NA,NA,"depleted",-0.279,0.0193,1.7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ADGRG6",NA,NA,NA,NA,NA,NA,"depleted",-0.263,0.0193,1.7145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MED12",NA,NA,NA,NA,NA,NA,"depleted",-0.206,0.0198,1.7041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"EXOSC7",NA,NA,NA,NA,NA,NA,"depleted",-0.3047,0.0203,2.0526,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KRTAP10-4",NA,NA,NA,NA,NA,NA,"depleted",-0.2522,0.0211,1.6753,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMB4",NA,NA,NA,NA,NA,NA,"depleted",-0.2518,0.0211,1.6753,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SBDS",NA,NA,NA,NA,NA,NA,"depleted",-0.2037,0.0211,1.6753,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NLE1",NA,NA,NA,NA,NA,NA,"depleted",-0.2384,0.0225,1.6475,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MOCS3",NA,NA,NA,NA,NA,NA,"depleted",-0.3471,0.0232,1.6351,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SUPT6H",NA,NA,NA,NA,NA,NA,"depleted",-0.2324,0.0232,1.6351,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"MICALCL",NA,NA,NA,NA,NA,NA,"depleted",-0.3181,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CTDP1",NA,NA,NA,NA,NA,NA,"depleted",-0.2937,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DPH1",NA,NA,NA,NA,NA,NA,"depleted",-0.2778,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NPC1",NA,NA,NA,NA,NA,NA,"depleted",-0.2652,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GAGE12C",NA,NA,NA,NA,NA,NA,"depleted",-0.2626,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MLST8",NA,NA,NA,NA,NA,NA,"depleted",-0.2521,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GMNN",NA,NA,NA,NA,NA,NA,"depleted",-0.2297,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PHF5A",NA,NA,NA,NA,NA,NA,"depleted",-0.2258,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MPRIP",NA,NA,NA,NA,NA,NA,"depleted",-0.214,0.0245,1.6106,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MCMBP",NA,NA,NA,NA,NA,NA,"depleted",-0.2015,0.0245,2.0734,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM9A",NA,NA,NA,NA,NA,NA,"depleted",-0.2522,0.0252,1.5981,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HNRNPA0",NA,NA,NA,NA,NA,NA,"depleted",-0.2422,0.0252,1.5981,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HNRNPD",NA,NA,NA,NA,NA,NA,"depleted",-0.2234,0.0252,1.5981,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
